n_layers,n_nodes,activation,epochs,grid_size,learning_rate
8,29,sigmoid,24893,118,0.06385096632311275
9,90,sigmoid,99493,35,0.0005087985673372147
7,8,swish,35862,98,0.08759135374649599
4,28,sin,47688,71,0.00026234293265198964
6,20,relu,77249,101,0.00023516579042174728
9,86,relu,83165,120,0.011062356583553354
7,58,tanh,8095,72,3.942876204079368e-05
3,86,sigmoid,45349,88,0.058933523092966664
6,65,relu,91415,67,1.0426036463348074e-05
4,40,sigmoid,93493,40,1.6513549648938847e-05
8,61,sigmoid,21695,88,0.012872709986788938
10,53,relu,76372,19,6.359502107596553e-05
9,92,relu,28833,161,0.00024082900689081997
8,61,tanh,89997,118,0.03352130228251396
4,10,sin,98819,73,0.0013907637247360127
9,63,swish,5341,56,8.97193974899376e-05
7,59,sin,43822,94,0.0003411739313620051
5,53,relu,94030,164,0.09556949436676712
6,28,tanh,10915,111,0.00014977483169723602
2,77,swish,58754,38,0.0042868935618349
8,87,tanh,73696,126,0.000129565965485348
3,53,tanh,54879,159,0.0034486680951273884
10,100,swish,43204,154,0.006557650046029428
8,40,relu,5438,11,2.586829709630277e-05
8,75,sin,18554,188,0.007424524939011639
3,100,tanh,28474,79,0.06463721836289799
3,83,sin,12971,162,0.0005545777473259326
2,65,sigmoid,42457,153,1.5178644943963485e-05
5,27,sigmoid,56862,114,0.046127321380776784
7,99,sin,84741,63,5.533404150007335e-05
8,85,tanh,96272,123,5.491627422449944e-05
5,78,swish,71447,131,0.00205857109138032
6,59,sin,83823,108,0.0009554722027085918
3,89,swish,22530,15,0.040771733728282626
3,96,sigmoid,86698,199,0.008893116584039145
9,99,tanh,27998,54,0.00021256879781554898
9,26,sin,75511,154,3.152201484003936e-05
6,74,sigmoid,89451,144,9.301380595776511e-05
6,17,relu,23261,67,0.004120966428501424
6,78,swish,83926,134,0.00830849509404041
10,86,sin,22146,57,0.0015581806051651517
3,62,tanh,30230,57,0.00825608889440733
3,75,swish,8673,105,0.0005691242543190319
2,35,sigmoid,57261,27,0.0006201389840167986
7,93,sin,95034,43,0.00014296691837047736
4,80,tanh,41449,166,3.0130929429333478e-05
7,94,sin,20655,152,0.0005954982877255297
7,88,sigmoid,57491,174,0.0068354177606655825
7,46,swish,50796,50,0.047682947397925356
10,10,tanh,20158,183,0.0725280969923971
10,68,tanh,66679,155,9.245131269830812e-05
8,70,relu,93298,173,0.00021074110949787902
5,24,sin,58449,44,0.005405179021476345
5,42,swish,72944,96,8.806644897214576e-05
7,14,tanh,30314,87,8.661797988447474e-05
4,57,tanh,46712,116,3.13158087047415e-05
3,93,swish,16256,63,0.0037999437168998638
9,46,tanh,75627,104,0.0018836980782895338
5,86,relu,94160,194,8.118724107645663e-05
10,15,relu,83895,118,8.068784219867496e-05
9,66,tanh,78930,12,2.7805890255292068e-05
7,9,sin,27529,50,0.03784517976524614
6,85,tanh,48760,165,1.6781075701799136e-05
3,92,relu,7752,51,1.049433754344823e-05
5,61,sin,36919,94,0.00020160702947966268
2,74,swish,5198,186,0.00011848664516046317
8,53,sigmoid,78687,45,0.00017286898440490428
6,64,sigmoid,60515,130,0.0009263227357845815
9,61,sigmoid,33030,161,0.005308529971020021
5,31,tanh,44825,192,0.0001238629641769565
7,16,tanh,74707,108,0.0848788341890024
8,75,sigmoid,12819,160,7.644700767493405e-05
2,39,sigmoid,58781,20,0.004273662207790797
2,44,swish,65550,174,0.00131711256320787
9,24,tanh,35648,190,0.011184641886137946
7,76,sin,53554,55,2.104610441803877e-05
5,45,relu,69847,63,0.07756611568212445
9,17,swish,6992,184,0.0030841540984939443
6,41,relu,41794,102,0.00022382872189504447
2,90,sin,20264,111,9.97746661982791e-05
4,20,sin,32756,100,0.09902577902475651
8,63,sigmoid,11030,36,0.02682811946225619
7,41,sigmoid,56348,80,5.131040444843684e-05
7,26,relu,81231,179,3.7068056186530104e-05
9,10,sigmoid,31108,155,0.0008198747240283278
5,97,relu,43469,122,0.00021615714246107999
5,56,relu,68167,180,1.052650207072906e-05
3,60,tanh,69157,107,0.003527749807391948
9,69,tanh,29238,182,5.426351791931535e-05
3,64,tanh,35592,49,0.007349090127316254
10,29,tanh,58098,42,0.003634231442606423
9,34,relu,68283,164,0.0003797357167365114
4,7,relu,86868,75,0.0017282696915864458
8,70,tanh,98976,121,0.0037663268534063187
5,92,sin,25912,197,0.00014424717821411238
4,78,sigmoid,54041,61,3.028096400237899e-05
9,51,sigmoid,19646,97,5.3124384269559276e-05
3,26,sin,72455,79,0.034347200204390776
9,21,sigmoid,96147,161,0.001010056868025694
3,78,relu,23863,140,0.007330974216935721
9,38,swish,95615,60,0.005778174745791679
6,67,sigmoid,26543,76,0.07983106349379296
7,49,sin,33742,33,0.0001938868234234241
7,6,tanh,61388,82,6.897471631133128e-05
5,16,tanh,30501,168,0.00011661498845339074
2,47,sigmoid,86139,50,0.0006378953174212075
4,68,sigmoid,46065,177,0.014900427426108462
4,45,sigmoid,81477,17,0.020131415328435435
7,78,sigmoid,20779,11,0.011678446148590682
9,34,sigmoid,49711,146,0.00026489841816679016
6,93,relu,43599,127,0.07928486679888966
6,31,sigmoid,59223,156,0.07033690546805728
3,14,relu,47063,110,1.1408080302014143e-05
9,58,sigmoid,79614,97,0.02813236637036143
10,18,sigmoid,18885,131,0.0014666277142403358
5,81,sigmoid,70751,197,0.002895783794518886
5,91,swish,37722,48,2.298661358585772e-05
3,35,swish,50616,133,0.00016689969553635307
2,22,sin,78231,120,1.4477212757054135e-05
7,11,sin,92532,110,3.95327545392721e-05
3,7,tanh,60823,120,0.0412952515397783
2,79,relu,53949,75,0.00019894086802841088
8,12,tanh,79409,89,0.0008721181120671539
3,29,swish,50861,16,1.802078766157031e-05
2,56,sin,51037,95,0.0005108501436054587
4,22,tanh,86896,84,0.0048631048112907915
10,68,sigmoid,75048,50,0.00024135699965338036
5,39,relu,9724,125,0.000813034932310579
8,92,sin,31202,135,2.254148918084771e-05
6,10,sigmoid,29714,173,0.0997081672003272
8,29,swish,97610,196,7.78273894040381e-05
2,42,relu,43175,123,0.016804877256253948
4,49,sin,74289,143,4.996411403360032e-05
6,9,swish,97909,45,0.013369945559532108
8,34,sin,59908,144,8.679161274623787e-05
7,84,relu,38884,29,0.004418086266777784
7,78,tanh,61851,151,2.553531843537634e-05
6,38,sin,13766,171,8.580600426216636e-05
3,76,tanh,92826,183,0.00011456016199489647
7,12,sin,23388,39,1.5965927440078285e-05
5,78,relu,59048,196,0.0007555067815019649
8,81,swish,47556,104,1.3303043336783263e-05
3,32,swish,84612,87,0.040085884572511804
5,67,sigmoid,81072,61,0.00021971103485752278
9,85,tanh,35286,119,0.00022651867072861397
7,36,sigmoid,69080,41,0.0006894261798390383
9,40,sin,63913,118,0.0008845105343792353
9,62,swish,76282,90,0.008862835049649655
6,79,sigmoid,32838,105,0.0018174391475480342
6,62,swish,22489,90,3.0052712673664755e-05
4,75,swish,99755,61,1.1863951952829102e-05
5,42,sin,78258,123,0.07645384521683343
3,45,swish,39309,102,0.006283838090226389
4,73,sigmoid,52262,33,7.165744557123161e-05
9,19,swish,80717,45,0.04201948006347456
4,56,tanh,73277,57,0.0006964241200227322
6,70,relu,14797,180,0.0017638171462425144
8,98,tanh,61113,119,0.07291986570054798
7,63,tanh,82028,69,0.0138640330721165
5,71,sigmoid,56434,14,0.0009793404120311568
3,85,sin,68606,13,0.00926983021128031
10,18,tanh,7081,149,0.00012069222515332535
6,86,sin,86777,93,0.020164438395298797
2,94,swish,43873,18,0.01518266782055592
6,27,relu,92947,18,0.09036451639898796
7,34,swish,49830,100,2.0185538743959543e-05
8,27,swish,70420,123,0.0049175592521162135
2,10,sigmoid,21411,34,1.2640593305314933e-05
2,99,swish,64463,88,0.015975282997577618
7,53,swish,55393,101,0.004660696035587612
9,90,swish,58173,54,0.0005466267967997682
9,7,sin,75717,161,0.00011153043823715915
3,93,sin,9433,184,0.030392482164858636
7,42,tanh,96800,161,0.0028252647711198577
6,60,swish,16134,145,7.810254063356493e-05
3,83,relu,96328,25,0.0006280706494022281
7,47,relu,78431,152,0.01510284347826543
5,47,sin,63323,95,0.0013792219531926758
7,90,tanh,49327,121,0.00041211876549608715
5,58,tanh,36200,92,0.0010639876046167078
6,84,tanh,89680,98,0.01482658719349758
6,37,swish,46491,63,1.0728247202823795e-05
5,42,relu,25968,95,0.00039089828475019964
9,44,sin,49954,84,0.02328986976589558
4,24,swish,95476,142,4.195525807640535e-05
4,22,swish,96496,41,0.00021519799939080834
7,47,swish,49000,103,0.0001454431212794332
7,22,relu,7993,188,0.0019234967977293997
8,50,relu,77937,71,2.4873872015357303e-05
4,33,relu,27768,160,0.0013389967090695356
3,17,swish,49584,38,0.005095145858617987
4,25,sin,38719,141,0.0003565805874182572
3,32,swish,24172,45,0.0001624157153227234
2,12,relu,57145,55,0.0348142954664612
4,94,tanh,82551,128,0.001188924043578686
6,43,sigmoid,91349,125,0.00015496861431018184
8,44,sigmoid,19758,43,0.0025904833494967356
10,75,swish,45813,100,0.0780171176194874
6,8,relu,46634,34,0.07175222643934795
6,96,relu,62872,193,0.013221754190863116
8,6,swish,82353,107,0.0007373922946825378
5,48,tanh,29853,79,1.1513133356190426e-05
7,13,tanh,66299,190,1.841049157657351e-05
5,15,sigmoid,78168,62,0.003896130578542407
9,76,relu,55667,104,0.0005067195254056609
3,83,swish,12123,138,0.0002863550176296273
3,63,swish,52946,13,0.003736143510147374
8,69,sin,79482,83,0.0008379426065475023
10,71,sigmoid,22648,29,0.0777984815048181
5,60,sin,71386,58,0.0005349032186622664
5,30,tanh,62644,46,0.004328872095367012
7,45,relu,22739,94,0.015750345726470796
9,44,sigmoid,59918,29,1.069279064723973e-05
5,51,relu,24787,31,1.003523338829105e-05
4,13,sigmoid,6800,31,0.009941250367087788
6,21,sigmoid,72400,146,0.0002551818370377148
3,72,relu,68666,89,3.507412661704605e-05
5,34,relu,99439,16,2.7558554121336722e-05
4,75,sin,63866,134,1.9338896850853826e-05
9,94,swish,66979,71,0.003283523202284573
4,88,tanh,16434,15,1.2724425206687016e-05
5,16,sigmoid,8652,103,0.02392695554998484
7,97,tanh,18222,167,0.0009888806957469504
3,47,sin,42189,94,0.05407498151263992
9,28,sin,40220,151,0.006108108842808817
3,77,tanh,60082,130,0.08428715926517154
3,49,sin,72522,21,0.000559597560378249
2,52,sin,60169,135,0.0015305292500140725
5,74,relu,31944,132,0.053728530190910936
5,37,sigmoid,79057,145,0.033043561889361764
7,79,relu,86637,24,1.5477522101208385e-05
9,100,sin,20764,129,0.0026392108850533187
10,17,tanh,29984,146,0.0025671209717477712
9,17,tanh,14593,35,1.287777164569833e-05
3,11,sigmoid,91608,32,0.03940182074135031
5,44,sin,37899,45,0.004159364855072952
5,13,relu,56183,131,0.002234617739802456
3,63,swish,22162,77,0.038303237555848337
2,19,sin,58929,24,0.0007673628817337863
6,36,relu,25696,15,0.0014329803844214857
4,69,sin,6534,94,7.39186372415884e-05
5,87,swish,99054,159,0.09252270739353927
6,99,tanh,26836,109,0.005378386683395358
8,12,sin,17060,108,0.011575058330905271
4,70,swish,82216,109,9.064947655638072e-05
4,92,sin,39552,173,4.053074359499605e-05
4,14,relu,58543,71,2.953469398994691e-05
8,80,relu,62603,168,6.790977927492889e-05
5,8,tanh,43249,168,0.03554680581119647
3,26,swish,84918,15,0.0004048407238755341
3,14,sin,30618,148,0.0002524414084990829
6,93,sigmoid,25511,84,0.00029992655663801975
5,26,sin,60866,87,2.2829023858615734e-05
4,15,tanh,5901,150,0.01837692820834798
3,21,sigmoid,24571,137,0.00016894091369474795
5,92,sigmoid,71283,38,0.0005333112304241166
9,13,sin,21194,93,0.012160862798585213
6,21,sin,37292,84,0.0012083011125960897
8,14,swish,48486,112,0.005485873762381872
6,8,sin,26211,69,0.0025061025696840704
3,10,sigmoid,20114,41,0.00042711258868146853
3,17,sigmoid,41539,170,0.010986643986173052
8,49,tanh,76847,30,3.31311781132364e-05
8,69,relu,33599,14,1.685870829852207e-05
10,24,relu,9886,84,0.0014251008777551267
9,8,tanh,89390,78,0.0015032445525775024
6,83,relu,47968,32,0.07835535420485605
3,33,tanh,60404,145,0.00022077655296915379
9,77,sin,27397,78,4.079013941119816e-05
10,12,swish,67959,93,0.0017172555253397025
2,95,relu,94883,20,1.3085170614141056e-05
6,68,swish,30204,109,0.0008679792983158052
4,51,swish,79946,178,0.004209881486907222
3,21,tanh,37379,139,1.485248381112097e-05
6,88,tanh,80142,104,0.004241775522271376
3,65,sigmoid,56056,121,0.01227503921665818
10,76,sin,52858,53,1.8203744437854566e-05
7,81,tanh,32160,98,1.0108105022332943e-05
7,18,sigmoid,50313,18,5.707594287391515e-05
7,65,sigmoid,93041,92,0.0018069925804245213
9,38,relu,70521,107,0.00031358977034842196
3,64,tanh,25644,153,0.0033026320626179054
4,9,sigmoid,7844,108,0.0011920001319355228
7,41,tanh,57318,116,0.025664807511950483
5,89,sigmoid,19521,100,0.0020403325934067722
9,32,sigmoid,23326,167,1.5028303248524142e-05
4,98,sin,81248,144,2.0646151066571228e-05
9,7,swish,28179,27,0.015568769529726316
9,86,sin,69200,148,0.0018313465578087232
8,64,sin,22327,163,6.062449920577819e-05
8,32,tanh,37505,128,0.00026025723253076505
5,88,sin,64763,46,9.577588566226757e-05
8,22,relu,28064,60,3.2144905501373504e-05
8,48,relu,75215,59,5.906348018193172e-05
5,85,sigmoid,14875,129,0.000810633786317675
8,62,sin,98221,106,7.608558420946433e-05
7,71,sin,48171,155,0.00045238598020124165
7,71,swish,19234,36,0.0662269468531426
8,81,sigmoid,16105,59,0.0004530057507921015
7,99,tanh,62442,61,0.0011732897155888778
4,50,sigmoid,22606,144,0.01260860662996988
6,82,sin,45589,54,0.008238662038780166
7,94,sigmoid,93146,47,0.00016216541185980416
7,94,tanh,71196,108,0.08092672288663412
6,23,relu,29113,16,3.291461190676998e-05
8,86,sin,29936,136,1.3765028290042437e-05
4,28,relu,51822,55,0.0003230026838588316
5,81,relu,88899,82,0.0280048073126815
5,92,sin,5673,143,0.018944956039374128
7,37,sigmoid,91539,60,3.302290914344332e-05
5,91,swish,49528,103,2.1842564012838947e-05
4,37,sigmoid,27036,52,0.01686993712876626
6,71,sigmoid,38330,72,2.5981337946297097e-05
10,98,sigmoid,15075,97,3.172963708328877e-05
9,75,sin,65888,199,1.356270063738419e-05
3,14,tanh,76900,96,0.00012821574432058777
2,51,tanh,19460,44,0.059649279558510473
7,94,sin,92400,57,0.04451012031964391
10,100,relu,30113,171,0.007992736877919994
7,45,tanh,25864,120,0.0006085643275994348
8,44,relu,25124,53,0.003071130417856846
7,82,relu,82513,16,0.039591749596822615
4,72,sin,92001,77,0.001915425419280919
2,57,relu,83430,27,3.403833668485744e-05
4,96,swish,83516,131,2.1296270391695678e-05
8,46,tanh,94332,168,0.00362007679400143
3,68,sin,53823,113,0.00011965793647668141
3,30,sigmoid,45008,47,0.0001996503495552194
6,41,sigmoid,79047,176,0.0034946841785977296
4,71,swish,88434,192,0.018815779140510077
9,58,tanh,99249,179,3.445179131784515e-05
10,9,swish,61152,11,0.022531815506764512
4,97,swish,69358,85,2.914951056373914e-05
3,28,sin,18304,65,0.045252261635782
9,80,tanh,98538,115,0.003979778557591258
7,56,swish,10684,116,0.08132515695884149
4,37,tanh,76921,64,8.784342677637773e-05
3,96,sin,85517,154,0.048728693259118945
5,15,relu,81014,34,1.91662924486541e-05
5,19,tanh,78309,169,4.5225003849081516e-05
2,60,sigmoid,64375,65,0.007200116560659776
6,90,swish,6088,178,1.0981546181158334e-05
10,99,sigmoid,55071,176,3.735008324818419e-05
4,26,relu,14155,49,0.055499626236861846
3,98,sin,93729,78,0.029906060568173676
4,28,sigmoid,67609,111,0.009527704206850273
8,56,swish,73186,144,0.0017387749968771709
9,95,sin,79209,137,0.07438617880258332
3,47,sigmoid,96434,21,0.0027287724108181585
5,54,relu,32711,196,0.0004086011480262051
5,14,sin,96685,28,0.04152633290859116
4,51,swish,92676,191,0.006967132866368125
10,65,sin,49484,88,0.0020274310959306537
3,59,relu,68897,195,0.04666834002667576
9,77,sigmoid,53648,157,3.788220202870448e-05
2,41,sigmoid,62677,68,0.0002804003798537378
5,50,sin,80343,162,0.00225173974332506
5,31,swish,89831,50,0.0528257471726352
10,28,sin,96908,93,0.004836348186009463
4,54,sigmoid,47418,76,0.005287893893606493
4,41,sin,81413,35,0.011360508976517128
5,83,relu,72636,193,4.340667881850453e-05
3,97,relu,58631,136,0.0013665304453212097
7,38,sin,53628,196,0.005647074639884877
8,52,relu,29558,97,0.0032162433686300593
7,66,swish,86068,86,0.00032635663140071636
5,30,sigmoid,10326,164,0.00033065766984541036
8,19,sin,71988,82,0.009858477156372454
4,90,tanh,50705,199,6.26442576621902e-05
4,35,swish,36606,132,0.01667989435470186
6,15,swish,64122,181,0.04690427633066268
4,41,relu,28645,132,1.969011096599094e-05
2,51,sigmoid,76229,166,4.254932779958653e-05
4,63,sigmoid,59256,155,0.0011692121155165022
8,78,relu,15472,170,1.108381627988348e-05
3,28,sigmoid,78614,112,0.005044001223674447
9,58,relu,15260,49,8.015542146217092e-05
9,83,swish,90031,107,0.005909502896698873
4,80,relu,31679,46,0.054832023402353394
4,20,swish,79689,187,6.552792843817988e-05
4,44,swish,33019,169,0.05588796395344671
9,20,tanh,96477,173,0.00036863552625522974
4,33,sigmoid,89233,191,0.00010721978951327899
9,65,swish,10590,35,0.0046845195971735995
5,22,swish,42532,62,5.177742709749959e-05
6,29,swish,68239,191,9.781362734788067e-05
6,64,sigmoid,11756,124,2.3114754188034123e-05
6,60,sin,7214,60,0.01974589354532144
5,50,sigmoid,74446,49,0.01660140761439128
8,18,sigmoid,23957,92,0.00010594452903834648
5,68,relu,95737,186,2.510210705215957e-05
9,17,sin,44632,184,0.045424241398324974
9,9,swish,32516,69,0.0019011226313209147
6,65,swish,16305,30,0.0011329537053888898
7,70,tanh,86723,132,0.017780849046154734
3,37,tanh,11598,89,0.03985217776048715
10,95,tanh,48864,173,0.004512870342001973
9,6,sin,23360,45,0.00016075070071980586
9,84,swish,19148,106,0.00018776351759045397
7,28,sigmoid,77729,136,2.0731681329870613e-05
3,99,relu,15657,138,1.1161517300225708e-05
4,54,sigmoid,11993,188,2.725928379385038e-05
6,12,relu,96658,91,0.0003028507099521606
5,53,relu,80005,62,1.2912036120200653e-05
3,88,sin,53895,91,0.00558700419656141
7,26,swish,98884,128,0.0004805269387226953
10,72,tanh,91021,109,0.002067286065143309
8,90,sin,9395,150,2.385553592733236e-05
5,14,relu,86330,56,0.010957501432130402
2,32,tanh,33194,119,0.07341325937060957
3,7,swish,27965,108,0.001068424888554561
5,95,sigmoid,40404,52,0.0003514262740571216
3,64,swish,48893,106,0.0007258174326448989
9,45,sigmoid,28114,111,0.014237187763672984
5,32,sin,52688,48,0.0040751280708247115
5,70,swish,42031,97,0.040469954088204085
8,60,sin,12764,53,0.0012231414835861894
8,61,swish,91719,142,0.001030730572088058
10,85,tanh,83350,156,0.0021139226510583572
2,94,relu,22450,88,0.0022215987699126276
6,58,relu,59516,46,0.017791733529239552
4,28,sigmoid,36520,110,0.0025704881038468414
3,62,swish,99925,60,0.002273609284613958
6,66,sigmoid,72289,101,0.017215294531198227
9,79,relu,85166,91,0.0003938713366654188
7,12,relu,29628,61,0.0013862228048098278
9,67,relu,8087,66,0.00010989660984922255
7,53,sin,14969,149,0.0007863037594535073
9,22,sigmoid,7398,117,0.00019276646786383104
10,43,sin,93206,82,0.07238999417780649
7,30,tanh,92749,153,0.004036550294741729
8,31,tanh,47244,166,0.0009740675594012987
6,69,sin,91782,140,0.0028679503523373995
8,78,sin,73550,171,0.006023417098527402
4,13,sigmoid,30740,80,0.0012503427369187454
6,31,relu,51940,16,0.02848098596300291
2,56,relu,5052,200,0.0014123142109111026
6,10,relu,51612,91,0.00123465066036647
4,35,swish,45998,187,0.0002843793881536212
6,21,tanh,45206,183,0.009190939742090795
5,46,relu,87299,45,1.1917204347412284e-05
5,38,sigmoid,50101,42,0.006076110691311736
5,23,sin,90214,78,0.030111588358633794
3,95,sigmoid,7908,107,0.0005914543642777767
7,36,swish,5105,195,0.0011984434699902422
2,42,sin,43490,118,0.0033392199151235616
3,38,relu,81997,95,0.00487844658099145
7,43,swish,34215,166,0.01620127030149948
10,53,swish,29144,52,0.0005704980881017529
5,16,swish,74625,116,2.139819574142591e-05
9,83,sin,57827,122,0.012652621909676748
9,52,tanh,15517,24,0.02841293628742297
4,40,sin,67774,137,0.0004309935924755292
4,27,relu,36654,160,0.009385182793208784
10,66,swish,74582,151,1.587401217143381e-05
4,88,tanh,53502,70,0.0003184117713530539
8,31,tanh,61075,121,0.0017890797051473264
3,16,sigmoid,55168,147,0.005704444125958268
10,26,relu,77857,153,0.00032484547113351863
3,50,sin,63721,136,1.0643719308184674e-05
6,81,relu,59424,32,0.007701851919770249
8,53,sigmoid,25814,164,0.00015358626329119442
3,52,sin,12498,150,1.891493432565303e-05
8,61,tanh,66545,75,0.0013989144167136293
9,39,relu,85247,107,0.025422133956760032
8,65,sigmoid,48732,115,0.02779602810260861
3,84,swish,19062,135,0.00018317520406788433
6,68,sin,64829,134,0.00014617225052010813
9,46,relu,67256,77,2.12795317345657e-05
8,6,swish,81651,177,0.08929433855419712
5,9,sigmoid,21000,62,0.00011094970716139196
6,89,sin,62350,66,1.608306656787021e-05
7,58,relu,15792,79,0.00031299084008265315
3,92,swish,51878,13,0.0001944179379120643
6,19,sin,12903,168,0.0005309559758715274
6,48,sigmoid,87225,188,4.474160183962088e-05
6,41,sin,71153,168,0.0002699662093736194
4,15,tanh,49409,181,0.007847913274565294
10,63,swish,88244,98,0.0008968859025910729
4,43,swish,43672,27,0.05641115244282254
6,89,sin,33846,183,0.0011520888681131063
6,56,sigmoid,91906,25,0.03056609990250617
8,21,sigmoid,53003,63,0.008614217040417111
4,30,sin,98698,27,0.0009689284189838218
2,79,sin,29766,61,0.006779596131302212
8,94,sin,60248,11,0.005327254872068782
7,52,sigmoid,68446,198,0.00687777084912798
7,81,swish,79328,73,0.04288925407336664
6,36,sin,45156,114,0.013070545729220916
7,18,sigmoid,62818,166,0.003957969000736396
7,88,sin,59384,29,0.054502895936739
3,29,relu,28765,124,0.034519296391105285
8,33,swish,33216,76,5.396872875409486e-05
7,57,sin,52420,182,0.03143762174454113
9,38,tanh,46883,164,0.003040670331960274
6,46,sigmoid,39889,166,0.0009978143987820897
6,15,relu,83259,88,0.006273729184032705
5,47,sigmoid,72059,128,0.027169878006821125
6,16,relu,87805,139,0.00751966067684385
6,25,sin,66840,47,0.0015635178226752072
4,22,sigmoid,98031,138,0.0004658404784638268
4,76,relu,9576,144,1.5309315476196977e-05
4,62,sigmoid,44010,80,2.9372538538284872e-05
9,95,sigmoid,21016,196,0.009445635043750077
10,33,tanh,68362,90,1.0576932895717297e-05
2,24,sigmoid,70565,20,0.009982296786819686
6,68,relu,35547,149,0.04131075209077904
6,49,sin,90814,66,0.003596750506678954
3,55,sin,15001,131,0.01755526027294566
9,21,swish,19384,176,0.0030598699447685227
5,12,swish,12539,44,0.0063507422597182716
9,100,sin,80334,135,0.004068303516553393
3,69,swish,23592,14,4.3611926806362124e-05
8,46,sigmoid,26132,12,2.8313232122618566e-05
2,75,swish,83135,29,0.023776157071926686
9,45,sin,35243,111,6.593099027080224e-05
3,25,swish,90696,20,0.0006226945963253371
6,54,sigmoid,49675,175,0.006810282934517401
4,92,sigmoid,43082,112,0.0013186234298515887
9,81,sin,31461,33,0.00037605429120893426
4,34,relu,49782,189,0.0621018981357544
6,15,swish,44462,113,9.131413877084342e-05
8,19,sigmoid,69995,154,1.581833934743809e-05
9,84,sin,8217,179,2.223327909355048e-05
5,82,tanh,59321,58,0.00385494245449558
5,11,relu,57196,91,0.0009312046092455284
2,95,relu,8959,98,0.0001365549418700471
3,37,swish,75314,195,0.00022192833314989524
5,66,swish,66749,90,0.00010899308969070582
2,10,sin,67223,129,0.00028462504976616124
4,51,swish,6586,112,0.000650091034029494
7,83,tanh,93933,171,0.09315513644437048
7,98,tanh,42623,40,7.225786346681954e-05
3,92,tanh,13702,52,0.035735835633356375
9,97,tanh,70612,126,0.04384759219953408
6,96,tanh,42511,170,0.019809219776364018
3,45,swish,22217,66,0.012959564407530546
7,54,sin,18128,68,0.02943024554233812
5,35,swish,33533,183,1.7840925326023218e-05
4,78,sigmoid,84193,186,0.0024447351186451327
10,24,sigmoid,73051,190,0.09076939202752286
4,71,sigmoid,51428,161,0.0019123210745205215
8,50,tanh,92617,151,0.0023256839550579588
2,59,relu,84688,85,1.1604141893422575e-05
6,30,swish,34805,86,0.00018196147553675964
6,6,swish,81726,181,0.014646568125336483
4,18,tanh,43126,47,0.013883535350213428
9,98,sin,73084,106,0.0019415786183641242
7,98,sin,13580,14,0.0003721057827988969
8,29,tanh,37229,192,0.028839143999458437
7,81,sigmoid,24134,82,7.978272221996398e-05
7,76,sin,24474,59,4.444715915136862e-05
4,46,sin,89533,103,0.08308422654895076
10,62,swish,99300,26,0.0008472327532451648
5,44,sin,58507,80,7.375878897296089e-05
6,44,swish,51214,142,0.020621206482748258
6,13,sin,67079,130,0.04487840955534426
10,87,sin,51723,153,0.00030915450674893797
5,5,sin,45270,41,0.013476175076359448
3,99,tanh,17502,190,0.001625375879102591
6,69,tanh,36440,164,0.021841206191709178
6,27,tanh,28452,46,0.0008540107476647666
7,25,tanh,25457,180,0.019049676665337915
7,48,sin,6498,86,0.09092810884732432
4,56,tanh,85976,20,0.00017415046371545964
6,62,tanh,17304,87,0.00033641676248366185
5,51,swish,22853,159,0.0006626252086620662
6,61,relu,78669,178,0.016258744744569245
7,33,sin,35527,185,0.04925790331081952
7,79,relu,55127,77,0.00014144015765239193
7,47,tanh,88041,127,0.0014138377275889303
2,50,tanh,80672,119,4.759726218348399e-05
4,22,relu,28226,50,0.002520729534738352
3,66,relu,51484,175,0.0002086310665175661
3,6,sigmoid,55626,98,1.2337154172700897e-05
5,26,swish,46937,168,0.0058016289091325475
9,48,tanh,58991,192,0.00032027655471465386
8,6,sigmoid,32569,59,0.0026545153577508273
4,35,swish,11689,121,0.0021612321120688125
3,16,tanh,15590,148,0.0011094434031645687
5,89,relu,95818,175,0.017912019492590636
6,90,sigmoid,38365,174,6.973204404659966e-05
3,95,swish,74166,83,0.0024571990718009183
7,87,tanh,39651,10,0.00011232778367434507
2,13,relu,15611,67,0.014164331609688375
8,56,relu,31258,108,0.008964999734815567
2,54,swish,18704,155,0.0003844367033871337
9,35,sigmoid,68995,179,0.09694293594658296
8,29,tanh,15930,98,0.08634076473506848
7,37,tanh,27369,86,0.0011252414768546976
3,96,sin,23855,125,0.013585990785396579
7,30,relu,59654,199,0.00037790753912255424
2,89,sigmoid,33479,89,0.03747293878895732
3,80,relu,40316,84,0.013544864715680205
8,79,sigmoid,85010,77,0.0010082886761709404
6,22,sin,51761,74,0.010077585208514157
6,91,tanh,26350,122,1.1061531371892357e-05
4,84,sin,33561,41,0.0002779087542894084
7,31,sigmoid,51237,46,0.00012122560123007868
5,12,swish,88739,197,0.07463462590073226
9,26,sigmoid,87355,143,0.0009131054958695936
9,50,swish,28952,58,2.038829664540778e-05
3,28,sin,58012,141,0.0011215099049766111
4,24,swish,44970,59,0.02591633298881834
5,8,sigmoid,53357,198,0.03402344082259006
5,79,sigmoid,99955,107,2.0543506223592843e-05
7,85,swish,56928,19,0.020953585029583558
7,83,relu,17772,128,1.8613459167842677e-05
5,49,swish,10258,84,0.0874577269096675
6,23,sigmoid,17719,198,2.646388268949542e-05
9,84,sin,72569,141,0.00015112758902630107
8,81,sigmoid,60334,93,0.00029675730519658684
7,49,relu,61938,46,0.006520251374363825
7,6,relu,59159,197,1.226702858830003e-05
